hole_id,strata_name,rock_name,aquifer_group,depth_top,depth_bottom,layer_thickness,resistivity,gamma_gamma,natural_gamma,sp,short_distance_gamma,well_diameter,pumping_level,aquifer_thickness,hole_depth_before_pumping,hole_depth_after_pumping,hole_depth_loss,depth_starting_pumping,pumping_depth_at_the_end,pumping_depth,section_aperture,k,kp,r,rp,remark
H1104,medium-grained sandstone,,I,446.51,474.2,27.42,28.57913357,,8.765776173,-1.508736462,3321.545126,139.9185199,,,,,,,,,,,,,,
H1104,coarse-grained sandstone,J2z,III,474.2,478.3,4.06,27.41146341,,8.063780488,-1.742682927,3461.817073,136.6202439,CSA2-4,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1731,0.1304,63.2,103.88,
H1104,siltstone,J2y,III,478.3,483.03,4.68,24.04319149,,12.74202128,-0.708297872,3634.170213,181.677234,CSA2-4,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1731,0.1304,63.2,103.88,
H1104,coal,2 coal,III,483.03,489.12,6.03,43.49081967,,1.597786885,-1.344590164,5931.590164,188.0441803,CSA2-4,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1731,0.1304,63.2,103.88,
H1104,mudstone,,III,489.12,489.91,0.78,19.758125,,19.03375,-1.303125,4595.0,204.20625,CSA2-4,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1731,0.1304,63.2,103.88,
H1104,fine-grained sandstone,,III,489.91,499.0,9.0,24.64071429,,9.297252747,-1.983296703,3614.554945,140.5088462,CSA2-4,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1731,0.1304,63.2,103.88,
H1104,siltstone,,III,499.0,508.88,9.78,30.66395939,,9.979441624,-1.175989848,3061.06599,159.3424873,CSA4-6,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1731,0.1304,63.2,103.88,
H1104,mudstone,,III,508.88,509.61,0.72,29.61466667,,9.678666667,-1.053333333,2918.0,167.3333333,CSA4-6,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1731,0.1304,63.2,103.88,
H1104,coal,3-1 coal,III,509.61,510.93,1.31,27.77461538,,6.174615385,-0.836538462,5723.423077,188.2411538,CSA4-6,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1731,0.1304,63.2,103.88,
H1104,mudstone,,III,510.93,513.05,2.1,22.30488372,,14.15860465,-0.810930233,3969.976744,205.3781395,CSA4-6,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1731,0.1304,63.2,103.88,
H1104,coal,3-2 coal,III,513.05,515.33,2.26,29.70844444,,2.556,-1.017555556,6030.688889,229.9188889,CSA4-6,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1731,0.1304,63.2,103.88,
H1104,mudstone,,III,515.33,515.73,0.4,20.25,,12.865,-0.75,4627.625,265.28625,CSA4-6,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1731,0.1304,63.2,103.88,
H1104,siltstone,,III,515.73,526.8,10.93,22.70990991,,14.4109009,-0.906531532,3242.130631,195.1713514,CSA4-6,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1731,0.1304,63.2,103.88,
H1104,fine-grained sandstone,,IV,526.8,531.98,5.12,24.79543689,,14.53786408,-0.731553398,2940.805825,191.1703883,ROOF-IV,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1731,0.1304,63.2,103.88,
H1104,siltstone,,IV,531.98,533.48,1.48,20.751,,17.76066667,-0.746333333,3040.266667,207.996,ROOF-IV,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1731,0.1304,63.2,103.88,
H1104,coal,,IV,533.48,533.9,0.41,22.87,,8.132222222,-0.951111111,5753.111111,224.0811111,CSA6-12,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1731,0.1304,63.2,103.88,
H1104,fine-grained sandstone,,IV,533.9,537.8,3.85,23.49448718,,14.86641026,-1.023461538,3502.448718,179.5947436,CSA6-12,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1731,0.1304,63.2,103.88,
H1104,siltstone,,IV,537.8,546.01,8.11,25.15835366,,14.22554878,-0.82804878,2929.932927,175.2559756,CSA6-12,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.117,0.1304,,103.88,
H1104,fine-grained sandstone,,IV,546.01,548.81,2.77,24.34321429,,13.66464286,-0.904642857,3093.339286,180.9333929,CSA6-12,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.117,0.1304,,103.88,
H1104,coal,4-1 Coal,IV,548.81,550.51,1.68,31.28352941,,2.63,-0.932941176,6199.529412,177.4085294,CSA6-12,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.117,0.1304,,103.88,
H1104,siltstone,,IV,550.51,556.35,5.75,24.38504274,,13.19179487,-0.844529915,3054.111111,181.7563248,CSA6-12,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.117,0.1304,,103.88,
H1104,coal,4-2 coal,IV,556.35,557.22,0.86,34.97352941,,4.476470588,-0.915882353,6117.352941,183.6229412,CSA6-12,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.117,0.1304,,103.88,
H1104,mudstone,,IV,557.22,557.94,0.71,21.31642857,,14.185,-0.937142857,6169.642857,222.2942857,CSA6-12,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.117,0.1304,,103.88,
H1104,coal,  4-3 coal,IV,557.94,560.85,2.87,40.13033898,,2.115762712,-1.138813559,6067.491525,187.4327119,CSA6-12,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.117,0.1304,,103.88,
H1104,siltstone,,IV,560.85,567.7,6.75,27.25751825,,14.58985401,-0.833211679,3366.970803,176.5061314,CSA6-12,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.117,0.1304,,103.88,
H1104,fine-grained sandstone,,IV,567.7,570.2,2.46,20.1766,,16.262,-0.465,3214.68,213.219,CSA6-12,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.117,0.1304,,103.88,
H1104,siltstone,,IV,570.2,571.51,1.29,19.37961538,,18.31076923,-0.406923077,4273.653846,217.6111538,CSA6-12,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.117,0.1304,,103.88,
H1104,coal,,IV,571.51,571.76,0.25,21.238,,11.998,-0.44,5561.8,187.036,CSA6-12,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.117,0.1304,,103.88,
H1104,siltstone,,IV,571.76,577.6,5.75,21.71794872,,14.85735043,-0.753760684,3324.034188,188.8838462,CSA6-12,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.117,0.1304,,103.88,
H1104,fine-grained sandstone,,IV,577.6,581.6,3.94,25.558125,,13.386125,-1.290875,3449.35,148.922,CSA12-18,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.117,0.1304,,103.88,
H1104,medium-grained sandstone,,IV,581.6,583.04,1.42,24.69857143,,16.57071429,-1.053928571,3594.214286,147.0385714,CSA12-18,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.117,0.1304,,103.88,
H1104,coal,,IV,583.04,583.31,0.27,23.82666667,,11.89166667,-0.701666667,5870.333333,179.9416667,CSA12-18,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.117,0.1304,,103.88,
H1104,siltstone,,IV,583.31,584.17,0.85,21.19705882,,15.40764706,-0.628235294,5010.058824,214.76,CSA12-18,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.117,0.1304,,103.88,
H1104,coal,,IV,584.17,584.6,0.42,23.81111111,,7.806666667,-0.66,5861.111111,210.4288889,CSA12-18,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1011,0.1304,,103.88,
H1104,medium-grained sandstone,,IV,584.6,586.6,1.97,22.77625,,14.496,-0.87875,3397.7,172.11775,CSA12-18,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1011,0.1304,,103.88,
H1104,siltstone,,IV,586.6,598.95,12.16,24.66708502,,15.16846154,-0.644331984,3505.40081,188.1464777,CSA12-18,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1011,0.1304,,103.88,
H1104,coal,,V,598.95,599.35,0.39,18.58625,,12.595,-0.2825,6286.375,262.12375,ROOF-V,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1011,0.1304,,103.88,
H1104,siltstone,,V,599.35,600.1,0.74,18.62266667,,16.468,-0.250666667,4354.933333,244.7373333,ROOF-V,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1011,0.1304,,103.88,
H1104,carbonaceous mudstone,,V,600.1,600.3,0.2,19.31,,16.1075,-0.275,4237.5,215.6825,ROOF-V,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1011,0.1304,,103.88,
H1104,siltstone,,V,600.3,600.6,0.3,20.92666667,,12.91666667,-0.343333333,2996.833333,198.5816667,ROOF-V,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1011,0.1304,,103.88,
H1104,fine-grained sandstone,,V,600.6,602.8,2.17,22.75409091,,14.59590909,-0.277272727,3101.204545,185.085,ROOF-V,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1011,0.1304,,103.88,
H1104,siltstone,,V,602.8,607.72,4.85,21.04806122,,14.71418367,-0.32122449,3275.867347,197.1184694,ROOF-V,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1011,0.1304,,103.88,
H1104,coal,,V,607.72,608.0,0.28,18.795,,9.171666667,-0.54,5982.666667,212.0516667,ROOF-V,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1011,0.1304,,103.88,
H1104,siltstone,,V,608.0,614.6,6.5,24.61098485,,11.49848485,-1.256818182,3439.613636,148.1758333,ROOF-V,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1011,0.1304,,103.88,
H1104,medium-grained sandstone,,V,614.6,628.25,13.44,27.79344322,,11.44758242,-1.0096337,3252.446886,150.1950916,ROOF-V,46.76,624.6,622.7,-1.9,475.0,625.8,150.8,215.0,0.1011,0.1304,,103.88,
H1104,fine-grained sandstone,,V,628.25,629.0,0.74,30.022,,10.74533333,-0.576666667,3040.333333,161.052,ROOF-V,,,,,,,,,,,,,
H1104,coal,   6 coal,V,629.0,632.45,3.4,40.92753623,,3.370434783,-0.276811594,6036.637681,181.5637681,ROOF-V,,,,,,,,,,,,,
H1104,siltstone,,V,632.45,639.3,6.75,27.18284672,,12.71686131,-0.135839416,3053.824818,166.2821168,CSA18+,,,,,,,,,,,,,
H1104,medium-grained sandstone,,V,639.3,655.51,15.96,25.78037037,,10.24814815,-0.748703704,3419.061728,144.8393827,CSA18+,,,,,,,,,,,,,
H1104,fine-grained sandstone,,V,655.51,658.01,2.46,26.215,,13.9768,-0.0552,2795.02,168.9858,CSA18+,,,,,,,,,,,,,
H1104,siltstone,,V,658.01,665.41,7.29,23.56912162,,14.99614865,-0.180540541,3029.898649,194.6187838,CSA18+,,,,,,,,,,,,,
H1104,coal,10 coal,V,665.41,669.72,4.24,37.76709302,,3.048255814,-0.632325581,6149.22093,236.357093,,,,,,,,,,,,,,
H1104,fine-grained sandstone,,V,669.72,672.3,2.54,25.30115385,,14.58115385,-0.517692308,3568.211538,159.7557692,,,,,,,,,,,,,,
H1104,carbonaceous mudstone,,V,672.3,672.45,0.15,23.35,,16.32333333,-0.453333333,5196.0,155.81,,,,,,,,,,,,,,
H1104,fine-grained sandstone,,V,672.45,674.9,2.41,27.3855102,,11.74795918,-0.759591837,3401.0,138.9887755,,,,,,,,,,,,,,
H1104,siltstone,,V,674.9,682.2,7.17,29.57582192,,12.65431507,-0.72130137,3115.232877,145.3523973,,,,,,,,,,,,,,
H1104,fine-grained sandstone,,V,682.2,683.2,0.98,26.97,,9.4815,-1.113,3562.85,130.654,,,,,,,,,,,,,,
H1104,medium-grained sandstone,,V,683.2,702.33,18.78,28.47036649,,10.86615183,-0.833612565,3339.71466,139.9295812,,,,,,,,,,,,,,
H1405,siltstone,J2z,I,66.18,103.865,35.84,14.872990175,3730.9653375,11.785025215,-12.86146109,1090.1822455,247.3854393,ROOF-II,,,,,,,,,,,,,
H1405,mudstone,,II,112.42,123.34,10.39,14.07743119,5212.229358,12.80362385,-12.79541284,1078.183486,247.4706881,ROOF-II,,,,,,,,,,,,,
H1405,siltstone,,II,123.34,127.5,3.96,14.7597619,4775.357143,11.46119048,-12.89452381,1029.119048,247.4416667,ROOF-II,,,,,,,,,,,,,
H1405,fine-grained sandstone,,II,127.5,135.63,7.73,15.82154321,1547.0,13.02561728,-12.84388889,867.8395062,247.3664815,ROOF-II,,,,,,,,,,,,,
H1405,siltstone,,II,135.63,139.5,3.68,14.6025641,2805.871795,14.1524359,-12.75897436,974.7692308,247.1203846,ZFSAII,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,fine-grained sandstone,,II,139.5,144.9,5.14,16.4562963,1721.666667,11.43324074,-13.20416667,779.2592593,242.5676852,ZFSAII,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,siltstone,,II,144.9,148.2,3.14,14.80424242,2304.242424,12.06,-12.67712121,880.2121212,247.4630303,ZFSAII,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,fine-grained sandstone,,II,148.2,153.09,4.65,15.7571134,1832.0,11.80701031,-12.90216495,849.6494845,246.1027835,ZFSAII,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,siltstone,,II,153.09,156.11,2.87,24.53704918,960.9508197,8.55147541,-12.97295082,735.1147541,222.0790164,ZFSAII,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,fine-grained sandstone,,II,156.11,164.74,8.21,20.43593023,1183.209302,9.635523256,-13.615,696.5348837,216.9945349,ZFSAII,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,mudstone,,II,164.74,170.79,5.75,15.16421488,3251.041322,13.6438843,-12.74553719,819.0743802,244.6168595,ZFSAII,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,fine-grained sandstone,,II,170.79,174.27,3.31,15.855,2085.6,11.94042857,-12.83514286,825.8571429,245.6768571,ZFSAII,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,siltstone,,II,174.27,201.64,26.03,16.62446069,1482.829982,13.58952468,-12.54996344,743.6892139,241.1586472,ZFSAII,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,fine-grained sandstone,,II,201.64,206.87,4.97,20.67628571,1089.885714,11.6532381,-13.7527619,615.6,208.3080952,ZFSAII,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,mudstone,,II,206.87,211.05,3.98,17.0375,1470.904762,13.40142857,-12.89857143,685.9761905,227.2458333,ZFSAII,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,fine-grained sandstone,,II,211.05,212.35,1.24,18.23576923,998.1538462,15.17538462,-13.35846154,636.6153846,221.9757692,ZFSAII,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,siltstone,,II,212.35,216.69,4.15,15.4805814,1462.046512,13.07639535,-12.62151163,712.3953488,245.1065116,ZFSAII,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,mudstone,,II,216.69,219.59,2.77,15.0487931,1313.103448,12.46431034,-12.41689655,704.5172414,247.4439655,ZFSAII,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,siltstone,,II,219.59,224.59,4.78,22.2694,890.52,11.5522,-13.2462,650.44,218.1557,ZFSAII,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,fine-grained sandstone,,II,224.59,230.8,5.94,23.33608,1263.52,11.65432,-14.01432,710.192,210.56016,ZFSAII,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,siltstone,,III,230.8,262.31,30.13,17.4487619,1296.55873,14.04501587,-12.3432381,692.0412698,242.3385556,ROOF-III,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,mudstone,,III,262.31,264.25,1.83,13.63307692,2071.282051,12.23,-12.31230769,808.4615385,247.3484615,ROOF-III,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,siltstone,,III,264.25,278.01,13.01,18.99018182,1249.723636,12.51556364,-12.2088,694.7272727,233.9410545,ROOF-III,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,coarse-grained sandstone,,III,278.01,308.76,29.07,23.86806504,1076.842276,8.495317073,-14.11242276,683.2357724,204.9273984,CSA2-4,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,siltstone,,III,308.76,312.47,3.51,17.03459459,2147.594595,12.6977027,-12.18391892,810.6486486,239.7252703,CSA4-6,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,mudstone,,III,312.47,315.76,3.11,17.50909091,1677.757576,12.49469697,-12.0869697,804.3636364,236.6840909,CSA4-6,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,coarse-grained sandstone,J2z,III&IV,315.76,365.65,47.17,23.55816633,1016.468938,8.25001002,-13.54587174,663.3266533,207.7277756,CSA4-6/ROOF-IV/CSA6-12,93.38,359.78,357.01,-2.77,80.0,360.49,280.49,215.0,0.0074,0.0074,19.64,19.64,
H1405,coal,(J2y) 2 coal,IV,365.65,366.5,0.85,38.69588235,5376.941176,4.598823529,-12.98647059,783.0588235,232.8729412,CSA12-18,,,,,,,,,,,,,
H1405,mudstone,,IV,366.5,372.85,6.32,17.80685039,1757.952756,15.7380315,-12.01519685,752.1889764,242.2879528,CSA12-18,,,,,,,,,,,,,
H1405,siltstone,,IV,372.85,384.08,11.17,26.40053571,795.6696429,10.22004464,-12.45861607,605.3839286,221.63375,CSA12-18,,,,,,,,,,,,,
H1405,coal,3-1 coal,V,384.08,385.25,1.16,25.67625,4431.083333,8.487083333,-12.71375,842.5,247.2670833,ROOF-V,,,,,,,,,,,,,
H1405,mudstone,,V,385.25,386.24,0.98,21.20578947,1935.263158,15.99578947,-12.36578947,791.3684211,247.19,CSA18+,,,,,,,,,,,,,
H1405,coal,3-2 coal,V,386.24,388.4,2.15,40.205,5901.318182,2.114318182,-12.80795455,880.7727273,246.045,CSA18+,,,,,,,,,,,,,
H1405,siltstone,,V,388.4,405.75,17.28,21.21752161,881.4409222,14.37233429,-12.27262248,593.9769452,236.7415562,,,,,,,,,,,,,,
H1405,coal,,V,405.75,406.23,0.48,24.07333333,5886.222222,6.451111111,-12.22222222,868.4444444,247.8211111,,,,,,,,,,,,,,
H1405,siltstone,,V,406.23,408.19,1.95,18.43820513,1229.641026,16.22179487,-12.4374359,681.4358974,232.2948718,,,,,,,,,,,,,,
H1405,fine-grained sandstone,,V,408.19,418.19,9.96,25.7765,901.1,10.0804,-13.72525,614.06,209.55325,,,,,,,,,,,,,,
H1405,coarse-grained sandstone,,V,418.19,424.14,5.93,23.86613445,1081.277311,8.665042017,-14.79277311,641.2941176,207.3633613,,,,,,,,,,,,,,
H1405,siltstone,,V,424.14,425.95,1.8,28.47432432,1121.081081,9.843243243,-14.42756757,644.3243243,209.5854054,,,,,,,,,,,,,,
H1405,coal,4-1 Coal,V,425.95,426.65,0.7,31.35214286,5338.571429,2.905714286,-13.41357143,782.2857143,217.5657143,,,,,,,,,,,,,,
H1405,siltstone,,V,426.65,428.97,2.31,21.64565217,1133.347826,12.16717391,-12.80173913,655.7391304,218.1147826,,,,,,,,,,,,,,
H1405,medium-grained sandstone,,V,428.97,433.47,4.48,25.53222222,1016.222222,10.78122222,-13.906,635.5111111,209.7836667,,,,,,,,,,,,,,
H1405,coal,4-2 coal,V,433.47,434.12,0.65,36.46615385,5661.846154,4.237692308,-13.31307692,835.8461538,223.0338462,,,,,,,,,,,,,,
H1405,siltstone,,V,434.12,436.37,2.24,22.34533333,1115.244444,12.31066667,-12.73333333,639.4666667,225.0135556,,,,,,,,,,,,,,
H1405,fine-grained sandstone,,V,436.37,438.68,2.3,26.2423913,937.3043478,10.68956522,-12.94717391,630.4347826,217.8426087,,,,,,,,,,,,,,
H1405,coal,4-3 coal,V,438.68,441.63,2.91,41.83728814,5687.423729,1.890338983,-13.31627119,797.9322034,227.7852542,,,,,,,,,,,,,,
H1405,mudstone,,V,441.63,442.93,1.28,18.43307692,1193.538462,14.83307692,-12.49076923,675.3076923,233.2823077,,,,,,,,,,,,,,
H1405,siltstone,,V,442.93,446.08,3.11,22.39190476,966.1269841,13.17888889,-13.12,645.1111111,213.4185714,,,,,,,,,,,,,,
H1405,fine-grained sandstone,,V,446.08,451.62,5.47,22.27747748,891.2252252,13.4109009,-12.8509009,624.4864865,224.3117117,,,,,,,,,,,,,,
H1405,mudstone,,V,451.62,452.25,0.62,15.88384615,1977.076923,17.41,-12.30615385,739.5384615,243.5876923,,,,,,,,,,,,,,
H1405,carbonaceous mudstone,,V,452.25,452.45,0.2,14.725,4400.0,15.6875,-12.11,1020.0,245.9075,,,,,,,,,,,,,,
H1405,mudstone,,V,452.45,455.21,2.73,18.46272727,1025.454545,16.66745455,-12.01018182,600.4727273,237.9730909,,,,,,,,,,,,,,
H1405,coal,,V,455.21,455.41,0.2,22.7125,4241.5,10.4875,-11.91,812.5,229.5725,,,,,,,,,,,,,,
H1405,siltstone,,V,455.41,458.99,3.54,20.11577465,942.7887324,15.15507042,-12.14140845,615.5211268,226.5914085,,,,,,,,,,,,,,
H1405,fine-grained sandstone,,V,458.99,469.95,10.83,24.47904545,1055.672727,11.02290909,-14.07090909,632.9090909,207.5825455,,,,,,,,,,,,,,
H1405,carbonaceous mudstone,,V,469.95,470.27,0.32,21.16,3628.333333,12.61,-13.545,812.3333333,224.4183333,,,,,,,,,,,,,,
H1405,coal,,V,470.27,471.1,0.81,23.78235294,5215.529412,7.275882353,-12.57470588,817.4117647,235.0664706,,,,,,,,,,,,,,
H1405,fine-grained sandstone,,V,471.1,474.94,3.77,26.33013158,996.0263158,10.16526316,-13.11881579,625.5,210.7706579,,,,,,,,,,,,,,
H1405,siltstone,,V,474.94,476.54,1.57,20.4403125,1068.625,14.93125,-12.9584375,625.5625,220.6740625,,,,,,,,,,,,,,
H1405,coal,,V,476.54,476.78,0.24,22.056,3924.4,14.698,-11.772,817.6,228.322,,,,,,,,,,,,,,
H1405,siltstone,,V,476.78,484.3,7.38,18.04794702,946.2781457,15.01046358,-11.73781457,617.0463576,237.352053,,,,,,,,,,,,,,
H1405,fine-grained sandstone,,V,484.3,485.98,1.65,20.97545455,1058.242424,10.12818182,-12.79363636,619.1515152,212.3463636,,,,,,,,,,,,,,
H1405,siltstone,,V,485.98,490.4,4.31,18.36752809,852.247191,15.22617978,-11.82808989,603.6853933,230.274382,,,,,,,,,,,,,,
H1405,mudstone,,V,490.4,490.57,0.17,18.96,2006.666667,11.46666667,-11.8,686.6666667,229.41,,,,,,,,,,,,,,
H1405,coal,,V,490.57,490.79,0.21,21.1275,3413.0,8.5725,-11.8225,765.5,229.41,,,,,,,,,,,,,,
H1405,mudstone,,V,490.79,491.5,0.69,21.2,1099.333333,10.29466667,-12.006,625.0666667,222.8506667,,,,,,,,,,,,,,
H1405,fine-grained sandstone,,V,491.5,501.2,9.45,25.46020619,968.6597938,10.81365979,-13.54597938,623.9175258,206.7335052,,,,,,,,,,,,,,
H1405,siltstone,,V,501.2,505.66,4.35,21.31483146,967.7977528,13.93674157,-12.12910112,603.3932584,220.0979775,,,,,,,,,,,,,,
H1405,fine-grained sandstone,,V,505.66,509.2,3.45,22.62521127,1112.309859,9.115633803,-13.95408451,626.2535211,196.746338,,,,,,,,,,,,,,
H1405,mudstone,,V,509.2,510.4,1.15,24.5,1124.583333,8.901666667,-13.92083333,627.5833333,191.8929167,,,,,,,,,,,,,,
H1405,fine-grained sandstone,,V,510.4,512.99,2.48,22.90019608,1187.882353,13.33666667,-12.46019608,649.4509804,196.5141176,,,,,,,,,,,,,,
H1405,coal,6 coal,V,512.99,515.66,2.55,43.91537037,5784.851852,3.220925926,-12.95240741,801.5925926,204.2401852,,,,,,,,,,,,,,
H1405,siltstone,,V,515.66,523.463,7.46,20.04179487,753.2051282,14.43692308,-11.77455128,565.2948718,222.5579487,,,,,,,,,,,,,,
H1405,fine-grained sandstone,,V,523.463,525.8,2.23,31.35914894,662.5531915,12.59702128,-11.93148936,536.9361702,201.2214894,,,,,,,,,,,,,,
H1405,siltstone,,V,525.8,533.94,7.78,21.07925926,870.0740741,14.35111111,-11.78364198,591.2469136,215.1380864,,,,,,,,,,,,,,
H1405,fine-grained sandstone,,V,533.94,535.15,1.16,20.5788,958.08,14.626,-11.4144,564.16,222.2836,,,,,,,,,,,,,,
H1405,coal,,V,535.15,535.35,0.19,24.36,3256.0,10.43,-11.425,734.0,220.0125,,,,,,,,,,,,,,
H1405,fine-grained sandstone,,V,535.35,539.3,3.78,24.02278481,803.2658228,12.60658228,-11.59050633,548.6075949,223.2192405,,,,,,,,,,,,,,
H1405,siltstone,,V,539.3,544.53,5.0,21.75403846,858.9230769,14.25548077,-11.605,601.3846154,224.9554808,,,,,,,,,,,,,,
H1405,coal,10 coal,V,544.53,548.37,3.74,42.3225974,7079.064935,2.120909091,-12.34519481,818.6493506,244.2920779,,,,,,,,,,,,,,
H1405,fine-grained sandstone,,V,548.37,551.38,2.93,25.56716667,1109.466667,10.57633333,-13.45483333,605.6333333,190.1366667,,,,,,,,,,,,,,
H1405,mudstone,,V,551.38,553.38,1.93,38.19175,767.85,11.79525,-13.54725,575.4,197.0535,,,,,,,,,,,,,,
H1405,fine-grained sandstone,,V,553.38,554.88,1.45,22.193,1076.333333,17.13666667,-11.97633333,631.5333333,202.7626667,,,,,,,,,,,,,,
H1405,siltstone,,V,554.88,564.0,8.81,24.70770492,862.1311475,13.5036612,-12.24032787,588.0546448,205.124153,,,,,,,,,,,,,,
H1405,medium-grained sandstone,,V,564.0,565.7,1.64,25.00588235,941.4117647,17.20852941,-12.98823529,620.8235294,193.2376471,,,,,,,,,,,,,,
H1405,siltstone,,V,565.7,576.61,10.63,23.64917431,846.5229358,14.70114679,-12.08981651,577.3853211,207.5844495,,,,,,,,,,,,,,
H1405,coal,12 coal,V,576.61,578.29,1.64,44.97787879,5979.151515,2.684545455,-11.98121212,762.7272727,225.2990909,,,,,,,,,,,,,,
H1405,fine-grained sandstone,,V,578.29,580.3,1.96,21.32219512,985.4146341,16.85536585,-11.77853659,634.9756098,212.0217073,,,,,,,,,,,,,,
