num,name,east,north,power,magnitude,shape,type,sfi,OhmS,WI,geol,flow
261,SOROKOUMO,777166,1046337,30,25,K,CP,1.414213562,172.48,5.6,VOLCANO-SEDIM. SCHISTS,4.1
262,SOROKOUMO,767101,1046564,50,392,W,EC,0.50868396,136.9883721,5.1,VOLCANO-SEDIM. SCHISTS,1
263,TAMANIA,764835,1048486,40,253,C,NC,1.285648693,161.0465347,5.3,VOLCANO-SEDIM. SCHISTS,5
264,TAMANIA,761398,1046077,50,392,C,NC,0.50868396,387.8560411,12,VOLCANO-SEDIM. SCHISTS,0.5
265,TAMANIA,759393,1053668,40,253,W,NC,1.285648693,48.05474453,1.5,GRANITES,2.1
266,TAMANIA,755196,1052596,40,84,V,CP,1.245854805,,5.8,GRANITES,10.8
267,TENGRELA,762777,1063681,100,413,U,NC,0.085606148,162.2623318,5.1,VOLCANO-SEDIM. SCHISTS,5.1
268,TENGRELA,770716,1066123,70,176,V,CP,0.409800521,64.08,2,GNEISS-MIGMATITES,2.6
269,TENGRELA,789971,1061197,40,84,V,CP,1.245854805,161.315534,5.3,GRANITES,5
270,TENGRELA,766015,1051626,100,413,C,CP,0.085606148,161.7942857,5.2,GNEISS-MIGMATITES,3
271,TENGRELA,776950,1055432,70,176,V,CP,0.409800521,1489.147706,48.7,GRANITES,1
272,TIALAKA,750028,1103404,,,,,0.733994894,85.26774194,2.7,GRANITES,0.7
273,TIEBI,796335,1112851,,,,,1.058189267,260.4,8.4,GRANITES,0.5
274,TIEBI,776645,1116571,110,84,W,EC,1.7852569,166.6097561,5.4,VOLCANO-SEDIM. SCHISTS,14
275,TIEMPA,770261,1127259,100,413,W,NC,0.52639,322.8076923,10.5,GRANITES,1.1
276,TIEMPA,790838,1093058,50,384,U,EC,0.935443346,185.02,5.8,GNEISS-MIGMATITES,0
277,TIEMPA,790618,1092974,40,108,V,CP,1.204700442,304.9340426,10.1,GNEISS-MIGMATITES,6
278,TIENDERIME,790594,1092865,70,43,V,EC,1.348436187,0,0,GNEISS-MIGMATITES,0
279,TIONGOLI,790194,1093026,40,121,W,EC,0.385694608,313.1847134,10,VOLCANO-SEDIM. SCHISTS,3
280,TIONGOLI,751669,1063754,50,642,U,EC,1.21816215,175.23,5.7,VOLCANO-SEDIM. SCHISTS,13
281,TIONGOLI,751669,1063754,50,642,U,EC,1.31816215,553.9529032,17.7,GRANITES,1.2
282,ZANASSO,790194,1093026,40,121,W,EC,0.385694608,,6.2,GNEISS-MIGMATITES,0.9
283,ZANASSO,774807,1081364,40,30,V,NC,0.2589663,250.1492958,7.8,GRANITES,0.4
284,ZANASSO,776908,1081379,60,78,C,NC,0.3658996,0,0,GRANITES,0
285,ZELESSO,757397,1037998,80,115,C,NC,0.23698574,124.3478261,4,GRANITES,0.3
286,ZELESSO,769417,1037633,50,45,V,PC,0.3698745,468.4228188,15,GNEISS-MIGMATITES,3.6
287,ZELESSO,777166,1046337,50,79,V,NC,0.50276326,0,0,GRANITES,0
288,BOUNDIALI,769417,1037633,60,89,V,NC,0.63565202,0,0,GRANITES,0
289,BOUNDIALI,777166,1046337,50,100,V,NC,0.76854078,419.7243243,13,GRANITES,3.4
290,BOUNDIALI,779649,1116147,50,159,U,NC,0.756026118,122.6590164,3.8,GEOSYN. GRANITES,3
291,BOUNDIALI,778773,1052761,40,60,W,CB2P,0.047140452,141.68,4.4,GNEISS-MIGMATITES,2.4
292,BOUNDIALI,774964,1080470,30,25,K,CP,0.085606148,377.5693878,12.1,VOLCANO-SEDIM. SCHISTS,2.4
293,BOUNDIALI,759426,1048897,50,392,W,EC,0.50868396,252.7530612,8.1,GRANITES,10.8
294,BOUNDIALI,743108,1064444,40,253,C,NC,0.50868396,268.5774194,8.7,VOLCANO-SEDIM. SCHISTS,8
295,KASSERE,790496,1175071,50,259,W,CP,0.212951077,435.6054422,10.1,VOLCANO-SEDIM. SCHISTS,8.4
296,KASSERE,773470,1059889,50,392,W,EC,1.025691,362.9075034,2.9,GRANITES,2
297,KASSERE,775487,1054834,100,413,U,NC,0.99985,,9.1,GRANITES,1.2
298,KASSERE,783677,1094704,50,392,W,EC,1.1256358,181.1654378,5.7,GRANITES,1.1
299,KASSERE,776217,1161953,100,413,U,NC,0.058965,178.64,5.8,GRANITES,1.5
300,KASSERE,748669,1136769,50,392,W,EC,1.256362,316.9534884,11.8,GRANITES,2
301,KASSERE,778287,1095277,100,413,U,NC,1.102569,6.757425743,6.5,GRANITES,1
302,KASSERE,776515,1051845,50,392,W,EC,1.084462639,358.766838,11.1,VOLCANO-SEDIM. SCHISTS,2.3
303,KASSERE,764749,1110889,30,46,W,CP,1.084462639,36.7810219,10,VOLCANO-SEDIM. SCHISTS,1.6
304,KASSERE,769417,1037633,30,56,V,CP,0.25896,191.0308219,24.2,GRANITES,1.5
305,DIONKANASSO,788410,1068940,50,392,W,EC,0.50868396,238.6210762,7.5,VOLCANO-SEDIM. SCHISTS,9
306,KASSERE,766096,1134857,70,225.905,V,EC,1.457228152,634,14.7,VOLCANO- SEDIM.  SCHISTS,2
307,KASSERE,741220,1132591,70,139.782,U,EC,0.967130845,435,14.7,VOLCANO- SEDIM.  SCHISTS,2
308,KASSERE,770409,1158750,50,44.864,V,CP,5.563805585,720,12.4,GEOSYN. GRANITES,1
309,KASSERE,758899,1049812,90,30.4895,V,EC,5.666451174,699,21.2,GEOSYN. GRANITES,1
310,KASSERE,742530,1116498,60,31.655,V,EC,6.034281525,13,0,SAFE GRANITES,0
311,KASSERE,746614,1089390,40,57.9175,V,NC,2.088667464,254.1,8.5,SAFE GRANITES,3
312,KASSERE,760253,1113640,50,115.96,V,EC,2.365515849,689.7,21.7,SAFE GRANITES,1
313,KASSERE,795909,1156275,30,306.798,V,NC,0.949436307,369.6,12,GEOSYN. GRANITES,1.9
314,KASSERE,794621,1131207,40,43.4655,C,NC,1.526676538,115.5,4.3,SAFE GRANITES,1
315,KASSERE,794430,1118080,50,310.282,U,EC,0.606956045,306.9,10.1,SAFE GRANITES,1.3
316,KASSERE,808349,1086127,30,121.212,U,NC,0.421602557,1257.3,38.9,SAFE GRANITES,1
317,BOUNDIALI,781455,1070104,50,212.38,K,CB2P,0.355261892,877.8,27.4,SAFE GRANITES,1
318,BOUNDIALI,750193,1075846,50,154.364,C,CB2P,0.687731882,455.4,14.6,VOLCANO- SEDIM.  SCHISTS,2
319,BOUNDIALI,774597,1045150,90,77.11,W,EC,3.48511432,709.5,22.3,SAFE GRANITES,3.6
320,BOUNDIALI,764855,1064466,70,85.27,U,EC,2.902908078,881.1,27.5,SAFE GRANITES,1
321,BOUNDIALI,784263,1151405,60,90.021,U,EC,0.978767867,313.5,10.3,SAFE GRANITES,1.1
322,BOUNDIALI,757473,1038769,60,35.1515,U,EC,2.055019785,435.6,14,VOLCANO- SEDIM.  SCHISTS,32.2
323,BOUNDIALI,748854,1051386,70,33.676,W,EC,3.362543687,333.3,10.9,VOLCANO- SEDIM.  SCHISTS,10
324,BOUNDIALI,750255,1066603,80,47.195,V,EC,1.897931981,587.4,18.6,SAFE GRANITES,1
325,BOUNDIALI,788340,1033768,110,39.425,W,EC,8.971466448,409.2,13.2,SAFE GRANITES,6.1
326,KOLIA,807067,1060163,30,50.6915,V,NC,1.122762076,379.5,12.3,GEOSYN. GRANITES,10.8
327,KOLIA,780824,1113646,80,32.432,W,EC,7.866761031,359.7,11.7,SAFE GRANITES,9
328,KOLIA,740699,1104707,30,42.533,V,NC,1.120347581,765.6,24,SAFE GRANITES,1.2
329,KOLIA,741187,1076085,40,147.879,U,EC,0.992627514,283.8,9.4,SAFE GRANITES,3
330,KOLIA,734699,1057557,60,563.9,V,EC,1.161866464,369.6,12,GEOSYN. GRANITES,1.1
331,KOLIA,740750,1050439,40,58.073,U,NC,2.46904142,491.7,15.7,SAFE GRANITES,1
332,KOLIA,747116,1041534,70,161.855,W,EC,2.213558428,874.5,27.3,SAFE GRANITES,1
333,KOLIA,753185,1032330,20,545.454,V,NC,0.475428183,485.1,15.5,SAFE GRANITES,1.8
334,KOLIA,772751,1027989,30,77.885,V,NC,1.059482953,283.23,0,SAFE GRANITES,0
335,KOLIA,784518,1022108,110,53.7995,W,EC,8.116092623,910.8,28.4,VOLCANO- SEDIM.  SCHISTS,13
336,KOLIA,743584,1029883,80,116.35,V,EC,3.324404277,504.9,16.1,"MIGMATITE, GNEISS",2
337,KOLIA,731219,1037261,40,233.1,V,EC,0.904132011,429,13.8,GEOSYN. GRANITES,1
338,KOLIA,796426,1113175,40,139.66,V,NC,1.483263849,465.3,14.9,VOLCANO- SEDIM.  SCHISTS,3.3
339,KOLIA,757219,1142992,50,191.272,V,EC,0.847610512,316.8,10.4,VOLCANO- SEDIM.  SCHISTS,3.5
340,KOLIA,774803,1155057,110,863.05,W,EC,2.743865166,310.2,10.2,SAFE GRANITES,3
341,KOLIA,788134,1136970,40,619.05,K,EC,1.235799116,1194.6,37,SAFE GRANITES,1
342,KOLIA,768626,1058976,80,888.7,U,EC,1.52333322,1181.4,36.6,SAFE GRANITES,2
343,BOUNDIALI,752933,1024873,70,166.855,W,EC,2.213558428,1062.6,33,SAFE GRANITES,1.7
344,BOUNDIALI,773707,1020241,110,259.625,K,EC,2.707146767,458.7,14.7,VOLCANO- SEDIM.  SCHISTS,2
345,BOUNDIALI,781669,1041772,130,848.65,W,EC,2.569675773,458.7,14.7,VOLCANO- SEDIM.  SCHISTS,2
346,BOUNDIALI,788704,1065089,60,299.72,V,EC,3.373098765,382.8,12.4,SAFE GRANITES,1
347,BOUNDIALI,793648,1085709,60,640.8,V,EC,1.974138175,673.2,21.2,SAFE GRANITES,1.1
348,BOUNDIALI,785248,1085047,50,34.297,C,CP,2.978480109,26.4,0,SAFE GRANITES,0
349,BOUNDIALI,774778,1080195,70,41.756,V,EC,5.9734909,254.1,8.5,SAFE GRANITES,3
350,BOUNDIALI,764606,1075350,100,30.101,W,CP,10.60445189,689.7,21.7,SAFE GRANITES,1
351,BOUNDIALI,754920,1086912,70,41.756,V,EC,5.9734909,369.6,12,GEOSYN. GRANITES,1.9
352,BOUNDIALI,766872,1094154,50,50.303,V,EC,2.506385533,115.5,4.3,SAFE GRANITES,1
353,BOUNDIALI,774222,1114191,70,40.0465,V,EC,6.242991842,10.5,10.1,VOLCANO- SEDIM.  SCHISTS,1.3
354,BOUNDIALI,776482,1132104,70,39.5805,W,EC,4.193412414,1257.3,38.9,SAFE GRANITES,1
355,BOUNDIALI,766018,1128445,70,65.2215,C,CB2P,1.588336967,100.78,27.4,SAFE GRANITES,1
356,BOUNDIALI,753505,1117617,30,69.2307,V,NC,0.627203298,115.25,14.6,VOLCANO- SEDIM.  SCHISTS,2
357,BOUNDIALI,754227,1100326,50,265.734,C,CP,0.656700853,709.5,22.3,SAFE GRANITES,3.6
358,BOUNDIALI,735616,1102288,50,44.864,W,EC,1.519871966,1,27.5,SAFE GRANITES,1.3
359,BOUNDIALI,770648,1051385,60,52.2455,W,EC,1.885884185,313.5,10.3,SAFE GRANITES,1
360,BOUNDIALI,767955,1050173,40,103.525,V,NC,2.2821923,435.6,14,VOLCANO- SEDIM.  SCHISTS,32.2
361,BOUNDIALI,765563,1048665,60,375.09,K,NC,1.355992226,333.3,10.9,VOLCANO- SEDIM.  SCHISTS,10
362,BOUNDIALI,762543,1051328,40,252.121,V,NC,0.870241998,587.4,18.6,SAFE GRANITES,1.9
363,BOUNDIALI,761287,1059372,120,52.634,W,EC,7.12217228,409.2,13.2,SAFE GRANITES,6.1
364,BOUNDIALI,759449,1064727,70,46.418,V,EC,5.18311251,379.5,12.3,GEOSYN. GRANITES,10.8
365,BOUNDIALI,776551,1065147,70,41.756,K,EC,5.821756488,359.7,11.7,SAFE GRANITES,9
366,BOUNDIALI,779259,1064272,90,168.8233085,V,NC,0.778614076,765.6,24,SAFE GRANITES,1
367,BOUNDIALI,781525,1041920,90,124.3047364,V,NC,0.533565422,283.8,9.4,SAFE GRANITES,3
368,BOUNDIALI,776414,1042778,50,100.43836,U,EC,2.831902793,369.6,12,GEOSYN. GRANITES,1
369,BOUNDIALI,764262,1019431,130,120.08,V,NC,2.883225587,491.7,15.7,SAFE GRANITES,1
370,GBON,760338,1022089,70,80.64103,W,EC,3.067140762,874.5,27.3,SAFE GRANITES,1
371,GBON,758933,1052497,30,81.26556,V,NC,1.094333732,485.1,15.5,SAFE GRANITES,1.8
372,GBON,756469,1061724,50,81.35342,V,NC,1.232757924,20.13,0,SAFE GRANITES,0
373,GBON,765563,1048665,10,268.3041335,V,NC,0.524718154,910.8,28.4,VOLCANO- SEDIM.  SCHISTS,13
374,GBON,762265,1048046,30,335.4464578,C,CB2P,0.813338269,504.9,16.1,"MIGMATITE, GNEISS",2
375,GBON,780084,1113491,50,78.12221315,V,NC,0.353478023,429,13.8,GEOSYN. GRANITES,1.7
376,GBON,778691,1153298,10,52.6870743,V,NC,0.260801279,465.3,14.9,VOLCANO- SEDIM.  SCHISTS,3.3
377,GBON,783521,1149758,50,80.57376724,V,NC,0.227630946,316.8,10.4,VOLCANO- SEDIM.  SCHISTS,3.5
378,GBON,784409,1151257,50,101.3312036,C,CB2P,0.393865941,310.2,10.2,SAFE GRANITES,3
379,GBON,787107,1151577,130,92.03,W,EC,1.79255716,1194.6,37,SAFE GRANITES,1
380,GBON,780462,1156892,90,148.205,V,EC,1.501454039,1181.4,36.6,SAFE GRANITES,2
381,KASSERE,778062,1156872,70,118.2911217,V,EC,0.539383933,1062.6,33,SAFE GRANITES,1.7
382,KASSERE,776305,1151489,70,46.0184,K,EC,1.077509893,396,12.8,SAFE GRANITES,8.4
383,KASSERE,786236,1147991,90,78.16,V,EC,1.731271843,603.9,19.1,SAFE GRANITES,1.2
384,KASSERE,789217,1150401,110,86.15781979,V,EC,0.998965991,405.9,13.1,SAFE GRANITES,9.9
385,KASSERE,776305,1151489,170,135.04,W,EC,4.535733224,485.1,15.5,GEOSYN. GRANITES,1.6
386,KASSERE,769923,1161878,10,126.2222035,W,EC,0.611381038,531.3,16.9,GEOSYN. GRANITES,1.2
387,KASSERE,768180,1074182,110,80.3876,V,EC,3.983380515,6.6,1,SAFE GRANITES,0
388,KASSERE,759997,1083369,10,126.2904152,C,CP,0.610173791,1329.9,41.1,SAFE GRANITES,1.1
389,KASSERE,757870,1086634,30,114.0186129,V,EC,0.546313757,544.5,17.3,SAFE GRANITES,1.2
390,KASSERE,747427,1075231,70,134.5323157,V,EC,0.630933232,293.7,9.7,GEOSYN. GRANITES,1
391,KASSERE,745042,1072234,30,149.293,V,NC,1.28452071,452.1,14.5,GEOSYN. GRANITES,3.6
392,KASSERE,791804,1109706,90,222.797,K,NC,1.156779214,452.1,14.5,GEOSYN. GRANITES,10
393,KASSERE,763251,1154519,10,261.5580034,V,NC,0.287714091,1065.9,33.1,VOLCANO- SEDIM.  SCHISTS,2
394,KASSERE,773891,1135812,10,227.2944095,V,EC,0.579741476,564.3,17.9,SAFE GRANITES,2
395,KASSERE,770201,1067188,170,80.27179,W,EC,4.108046311,973.5,30.3,SAFE GRANITES,1.8
396,KASSERE,757881,1067102,110,81.21094,K,EC,1.712202138,666.6,21,SAFE GRANITES,1.2
397,KASSERE,755487,1065594,30,195.0526432,V,EC,0.502066006,422.4,13.6,SAFE GRANITES,8
398,KASSERE,767760,1113397,30,538.4152597,V,NC,0.791631925,13.54,0,SAFE GRANITES,4
399,KASSERE,797239,1105873,50,151.0427982,V,EC,0.473805256,1112.1,34.5,SAFE GRANITES,4.4
400,BOUNDIALI,802341,1106214,170,718.005,V,EC,1.421932583,343.2,11.2,GEOSYN. GRANITES,2.7
401,BOUNDIALI,778299,1109301,30,1857.172643,V,EC,0.667899558,1953.6,60,SAFE GRANITES,8
402,BOUNDIALI,768426,1104753,110,169.8056871,V,EC,0.81166661,382.8,12.4,SAFE GRANITES,1.1
403,GBON,790490,1086430,90,222.797,W,EC,1.156779214,419.1,13.5,GEOSYN. GRANITES,8
404,GBON,775917,1106599,170,81.97997,K,EC,1.403573383,706.2,22.2,GEOSYN. GRANITES,1.2
405,GBON,763055,1140799,210,547.775,W,EC,1.334837886,1095.6,34,SAFE GRANITES,2.5
406,GBON,761622,1131842,70,662.69,V,EC,1.736549382,498.3,15.9,GEOSYN. GRANITES,2
407,GBON,793026,1107330,70,103.26,V,EC,1.037069087,257.4,8.6,GEOSYN. GRANITES,1
408,GBON,790801,1122525,50,158.25,C,CP,1.539240055,699.6,22,SAFE GRANITES,1.5
409,GBON,764786,1109796,90,80.55556,V,EC,3.03674545,171.6,6,SAFE GRANITES,0
410,GBON,799813,1085311,150,57.43725,W,EC,5.352225947,313.5,10.3,SAFE GRANITES,2.4
411,GBON,764455,1024168,80,60.018,C,EC,1.826,402.13,45.2,"MIGMATITE, GNEISS",8.7
412,GBON,758901,1049812,50,87.34,V,NC,1.303192766,402.6,13,SAFE GRANITES,10
413,GBON,766813,1036149,90,158.23,W,EC,3.171495921,465.3,14.9,GEOSYN. GRANITES,1.2
414,GBON,789336,1080157,90,67.10565,V,EC,2.146706207,382.8,12.4,SAFE GRANITES,5
415,GBON,764811,1064466,90,176.4793025,V,EC,0.844168483,584.1,18.5,GEOSYN. GRANITES,1.3
416,GBON,785828,1106079,10,41.95399445,V,NC,0.363601649,148.5,5.3,GEOSYN. GRANITES,5
417,GBON,788376,1125189,50,167.5676203,V,EC,0.378350426,2164.8,66.4,VOLCANO- SEDIM.  SCHISTS,3
418,GBON,743104,1039272,50,169.1866365,V,NC,0.809935983,15.25,0,SAFE GRANITES,0
419,GBON,742329,1066700,70,204.384056,C,NC,0.992942093,80.23,0,SAFE GRANITES,0
420,GBON,793255,1050364,30,81.19708,U,EC,1.19109615,18.23,0,SAFE GRANITES,0
421,GBON,773955,1088093,70,599.3227999,U,NC,0.727996113,567.6,18,GEOSYN. GRANITES,10
422,GBON,768183,1054981,30,104.8967757,K,CB2P,0.485120999,633.6,20,GEOSYN. GRANITES,1.2
423,GBON,780323,1156741,190,80.55118,W,CB2P,3.61108614,739.2,23.2,VOLCANO- SEDIM.  SCHISTS,1
424,GBON,758411,1098298,90,95.175,W,EC,2.641556255,237.6,8,SAFE GRANITES,2
425,GBON,792197,1097168,90,80.46512,W,EC,2.960878244,848.1,26.5,SAFE GRANITES,1
426,GBON,780534,1149396,70,198.23,C,CB2P,1.023,471.9,15.1,GEOSYN. GRANITES,8
427,GBON,796244,1176249,100,231.05,W,EC,1.31,567.6,18,GEOSYN. GRANITES,10
428,KASSERE,760533,1168876,110,139.24,V,NC,0.823,339.9,11.1,SAFE GRANITES,2
429,KASSERE,769167,1125933,120,168.36,V,NC,0.623,528,16.8,SAFE GRANITES,5
430,KASSERE,755256,1131452,100,158.26,V,NC,0.523,551.1,17.5,SAFE GRANITES,10
431,KOLIA,780534,1149396,40,85.1225,V,NC,3.03674545,633.6,20,GEOSYN. GRANITES,2.5
